Chr	start	end	length	TRlength	TRcoverage	case
CM051459.1	325447636	325465176	17541	16792	95.73%	10k10k
CM051459.1	212038808	212057151	18344	17286	94.23%	10k10k
CM051459.1	350689489	350707815	18327	17234	94.04%	10k10k
CM051459.1	141375704	141394945	19242	18023	93.66%	10k10k
CM051459.1	188929012	188943136	14125	13095	92.71%	10k10k
CM051459.1	103822090	103840767	18678	17183	92.0%	10k10k
CM051459.1	113385547	113396143	10597	9696	91.5%	10k10k
CM051459.1	7965089	7975616	10528	9586	91.05%	10k10k
CM051459.1	213188935	213209130	20196	17765	87.96%	10k10k
CM051459.1	82116086	82126950	10865	9545	87.85%	10k10k
CM051459.1	362488431	362510605	22175	19391	87.45%	10k10k
CM051459.1	365741059	365754713	13655	11888	87.06%	10k10k
CM051459.1	568003	597211	29209	25268	86.51%	10k10k
CM051459.1	328145429	328164846	19418	16768	86.35%	10k10k
CM051459.1	358323116	358346146	23031	19841	86.15%	10k10k
CM051459.1	264664371	264674575	10205	8774	85.98%	10k10k
CM051459.1	136325761	136348541	22781	19536	85.76%	10k10k
CM051459.1	123034002	123049365	15364	13058	84.99%	10k10k
CM051459.1	305354684	305398957	44274	37452	84.59%	10k10k
CM051459.1	92210407	92226618	16212	13667	84.3%	10k10k
CM051459.1	101144751	101162828	18078	15207	84.12%	10k10k
CM051459.1	107220861	107233774	12914	10660	82.55%	10k10k
CM051459.1	258879246	258889552	10307	8490	82.37%	10k10k
CM051459.1	184457821	184475731	17911	14733	82.26%	10k10k
CM051459.1	137951852	137963816	11965	9783	81.76%	10k10k
CM051459.1	197604336	197622752	18417	14867	80.72%	10k10k
CM051459.1	19455852	19476514	20663	16671	80.68%	10k10k
CM051459.1	339560593	339579676	19084	15335	80.36%	10k10k
CM051459.1	333145493	333162973	17481	13953	79.82%	10k10k
CM051459.1	147100707	147121716	21010	16693	79.45%	10k10k
CM051459.1	69925107	69941560	16454	12953	78.72%	10k10k
CM051459.1	100371717	100389326	17610	13744	78.05%	10k10k
CM051459.1	62941225	62960422	19198	14957	77.91%	10k10k
CM051459.1	308828756	308847403	18648	14519	77.86%	10k10k
CM051459.1	106535075	106553805	18731	14582	77.85%	10k10k
CM051459.1	238875971	238899569	23599	18325	77.65%	10k10k
CM051459.1	151336302	151362442	26141	20289	77.61%	10k10k
CM051459.1	214849669	214869021	19353	14918	77.08%	10k10k
CM051459.1	38649200	38668693	19494	14989	76.89%	10k10k
CM051459.1	329042303	329065570	23268	17877	76.83%	10k10k
CM051459.1	71485693	71503614	17922	13732	76.62%	10k10k
CM051459.1	316524287	316538137	13851	10581	76.39%	10k10k
CM051459.1	2997457	3017539	20083	15271	76.04%	10k10k
CM051459.1	72991097	73012700	21604	16382	75.83%	10k10k
CM051459.1	233337219	233365410	28192	21368	75.79%	10k10k
CM051459.1	373044503	373061474	16972	12854	75.74%	10k10k
CM051459.1	272564067	272578184	14118	10652	75.45%	10k10k
CM051459.1	372608465	372630316	21852	16447	75.27%	10k10k
CM051459.1	88275246	88286522	11277	8439	74.83%	10k10k
CM051459.1	155447121	155465275	18155	13474	74.22%	10k10k
CM051459.1	200535539	200552479	16941	12529	73.96%	10k10k
CM051459.1	4084560	4148608	64049	47313	73.87%	10k10k
CM051459.1	163042324	163062904	20581	15187	73.79%	10k10k
CM051459.1	115544475	115567192	22718	16759	73.77%	10k10k
CM051459.1	158608167	158632396	24230	17410	71.85%	10k10k
CM051459.1	212638179	212654514	16336	11728	71.79%	10k10k
CM051459.1	27667658	27686236	18579	13287	71.52%	10k10k
CM051459.1	11601165	11630766	29602	21141	71.42%	10k10k
CM051459.1	200743989	200764257	20269	14347	70.78%	10k10k
CM051459.1	127972882	128003048	30167	21331	70.71%	10k10k
CM051459.1	42362094	42389907	27814	19592	70.44%	10k10k
CM051459.1	165062246	165097372	35127	24388	69.43%	10k10k
CM051459.1	257954033	257978272	24240	16761	69.15%	10k10k
CM051459.1	173869848	173886945	17098	11808	69.06%	10k10k
CM051459.1	9016872	9038537	21666	14953	69.02%	10k10k
CM051459.1	242850504	242871044	20541	14135	68.81%	10k10k
CM051459.1	325994623	326066643	72021	49472	68.69%	10k10k
CM051459.1	235308651	235328352	19702	13530	68.67%	10k10k
CM051459.1	134543384	134569450	26067	17829	68.4%	10k10k
CM051459.1	142041223	142069271	28049	19143	68.25%	10k10k
CM051459.1	369007206	369038981	31776	21643	68.11%	10k10k
CM051459.1	49342717	49365293	22577	15364	68.05%	10k10k
CM051459.1	167637710	167653525	15816	10759	68.03%	10k10k
CM051459.1	354288725	354314867	26143	17602	67.33%	10k10k
CM051459.1	364553819	364636005	82187	55116	67.06%	10k10k
CM051459.1	111310130	111337896	27767	18554	66.82%	10k10k
CM051459.1	355011134	355047099	35966	23922	66.51%	10k10k
CM051459.1	18015882	18037933	22052	14663	66.49%	10k10k
CM051459.1	199246307	199271701	25395	16857	66.38%	10k10k
CM051459.1	118299205	118340467	41263	27301	66.16%	10k10k
CM051459.1	107880228	107920996	40769	26957	66.12%	10k10k
CM051459.1	152250451	152273773	23323	15191	65.13%	10k10k
CM051459.1	308069402	308146401	77000	49920	64.83%	10k10k
CM051459.1	248462138	248485381	23244	15010	64.58%	10k10k
CM051459.1	241216069	241247166	31098	20016	64.36%	10k10k
CM051459.1	5544359	5574943	30585	19673	64.32%	10k10k
CM051459.1	270377805	270405259	27455	17604	64.12%	10k10k
CM051459.1	64089787	64114395	24609	15762	64.05%	10k10k
CM051459.1	251202781	251220944	18164	11632	64.04%	10k10k
CM051459.1	163681204	163699816	18613	11834	63.58%	10k10k
CM051459.1	218507933	218527018	19086	12099	63.39%	10k10k
CM051459.1	2281422	2293928	12507	7921	63.33%	10k10k
CM051459.1	60855963	60872791	16829	10656	63.32%	10k10k
CM051459.1	348678844	348714215	35372	22383	63.28%	10k10k
CM051459.1	90686761	90729405	42645	26936	63.16%	10k10k
CM051459.1	23878712	23910507	31796	19866	62.48%	10k10k
CM051459.1	37303721	37333846	30126	18771	62.31%	10k10k
CM051459.1	11973640	11992712	19073	11870	62.23%	10k10k
CM051459.1	44572468	44593983	21516	13332	61.96%	10k10k
CM051459.1	330987604	331010573	22970	14224	61.92%	10k10k
CM051459.1	143166474	143217769	51296	31572	61.55%	10k10k
CM051459.1	298701833	298717065	15233	9374	61.54%	10k10k
CM051459.1	287511154	287608482	97329	59665	61.3%	10k10k
CM051459.1	237754003	237781318	27316	16677	61.05%	10k10k
CM051459.1	14367168	14397611	30444	18583	61.04%	10k10k
CM051459.1	84003965	84025521	21557	13136	60.94%	10k10k
CM051459.1	352792771	352829410	36640	22305	60.88%	10k10k
CM051459.1	330158371	330188469	30099	18263	60.68%	10k10k
CM051459.1	280595481	280622823	27343	16524	60.43%	10k10k
CM051459.1	142726180	142759692	33513	20225	60.35%	10k10k
CM051459.1	95654640	95694448	39809	24022	60.34%	10k10k
CM051459.1	299748998	299763841	14844	8950	60.29%	10k10k
CM051459.1	133592913	133635850	42938	25866	60.24%	10k10k
CM051459.1	102418765	102443564	24800	14931	60.21%	10k10k
CM051459.1	166483103	166513136	30034	18080	60.2%	10k10k
CM051459.1	210237296	210256815	19520	11739	60.14%	10k10k
CM051459.1	245833156	245858652	25497	15306	60.03%	10k10k
CM051459.1	161094293	161115446	21154	12650	59.8%	10k10k
CM051459.1	332979464	332997517	18054	10776	59.69%	10k10k
CM051459.1	185801318	185830151	28834	17198	59.64%	10k10k
CM051459.1	157710910	157736890	25981	15450	59.47%	10k10k
CM051459.1	148998292	149023302	25011	14871	59.46%	10k10k
CM051459.1	111734962	111750847	15886	9421	59.3%	10k10k
CM051459.1	77486424	77512115	25692	15235	59.3%	10k10k
CM051459.1	283323152	283350825	27674	16400	59.26%	10k10k
CM051459.1	351703050	351734455	31406	18506	58.93%	10k10k
CM051459.1	130733188	130747729	14542	8549	58.79%	10k10k
CM051459.1	122240459	122283627	43169	25364	58.76%	10k10k
CM051459.1	124428775	124460024	31250	18345	58.7%	10k10k
CM051459.1	95705208	95719835	14628	8567	58.57%	10k10k
CM051459.1	73286618	73314826	28209	16489	58.45%	10k10k
CM051459.1	64593213	64629699	36487	21076	57.76%	10k10k
CM051459.1	51416468	51431347	14880	8582	57.67%	10k10k
CM051459.1	216759398	216784300	24903	14320	57.5%	10k10k
CM051459.1	370721818	370745209	23392	13338	57.02%	10k10k
CM051459.1	206192262	206215609	23348	13234	56.68%	10k10k
CM051459.1	52811159	52834448	23290	13171	56.55%	10k10k
CM051459.1	214142704	214204227	61524	34686	56.38%	10k10k
CM051459.1	275658594	275687593	29000	16314	56.26%	10k10k
CM051459.1	46644470	46678680	34211	19243	56.25%	10k10k
CM051459.1	83056103	83077905	21803	12202	55.96%	10k10k
CM051459.1	33762018	33800752	38735	21619	55.81%	10k10k
CM051459.1	219518033	219550487	32455	18088	55.73%	10k10k
CM051459.1	126291419	126323646	32228	17937	55.66%	10k10k
CM051459.1	122679931	122704046	24116	13400	55.56%	10k10k
CM051459.1	357944040	357978784	34745	19252	55.41%	10k10k
CM051459.1	196977510	197000054	22545	12448	55.21%	10k10k
CM051459.1	151610483	151633495	23013	12690	55.14%	10k10k
CM051459.1	317243021	317270933	27913	15380	55.1%	10k10k
CM051459.1	47452631	47493857	41227	22678	55.01%	10k10k
CM051459.1	8477696	8514378	36683	20169	54.98%	10k10k
CM051459.1	187975944	188004827	28884	15795	54.68%	10k10k
CM051459.1	243330738	243354028	23291	12713	54.58%	10k10k
CM051459.1	106885177	106919632	34456	18755	54.43%	10k10k
CM051459.1	252133318	252165642	32325	17586	54.4%	10k10k
CM051459.1	340334685	340371951	37267	20272	54.4%	10k10k
CM051459.1	103530029	103563088	33060	17959	54.32%	10k10k
CM051459.1	2712032	2737305	25274	13715	54.27%	10k10k
CM051459.1	175980894	176011753	30860	16741	54.25%	10k10k
CM051459.1	70967223	71007641	40419	21862	54.09%	10k10k
CM051459.1	53294645	53314676	20032	10829	54.06%	10k10k
CM051459.1	55208007	55256260	48254	26067	54.02%	10k10k
CM051459.1	91080416	91103245	22830	12267	53.73%	10k10k
CM051459.1	160000210	160029035	28826	15485	53.72%	10k10k
CM051459.1	230893642	230924829	31188	16655	53.4%	10k10k
CM051459.1	23603149	23630594	27446	14600	53.2%	10k10k
CM051459.1	333852660	333920634	67975	36159	53.19%	10k10k
CM051459.1	320566825	320590413	23589	12540	53.16%	10k10k
CM051459.1	264116831	264141289	24459	12981	53.07%	10k10k
CM051459.1	50531264	50554381	23118	12246	52.97%	10k10k
CM051459.1	371516260	371547418	31159	16493	52.93%	10k10k
CM051459.1	168577288	168605611	28324	14981	52.89%	10k10k
CM051459.1	65377244	65400488	23245	12292	52.88%	10k10k
CM051459.1	120468666	120502886	34221	18034	52.7%	10k10k
CM051459.1	234420824	234445506	24683	12971	52.55%	10k10k
CM051459.1	337892458	337970304	77847	40870	52.5%	10k10k
CM051459.1	106209985	106239552	29568	15507	52.45%	10k10k
CM051459.1	138584080	138609595	25516	13380	52.44%	10k10k
CM051459.1	294037942	294061171	23230	12161	52.35%	10k10k
CM051459.1	274488162	274514055	25894	13540	52.29%	10k10k
CM051459.1	137194419	137222765	28347	14775	52.12%	10k10k
CM051459.1	186969033	186994993	25961	13496	51.99%	10k10k
CM051459.1	12737091	12764203	27113	14079	51.93%	10k10k
CM051459.1	180109375	180129807	20433	10596	51.86%	10k10k
CM051459.1	237215980	237243188	27209	14103	51.83%	10k10k
CM051459.1	56458964	56499147	40184	20758	51.66%	10k10k
CM051459.1	283934687	283958804	24118	12458	51.65%	10k10k
CM051459.1	239757943	239789475	31533	16275	51.61%	10k10k
CM051459.1	196010419	196043791	33373	17200	51.54%	10k10k
CM051459.1	340972707	340996754	24048	12383	51.49%	10k10k
CM051459.1	186602211	186687844	85634	44071	51.46%	10k10k
CM051459.1	150707716	150740100	32385	16659	51.44%	10k10k
CM051459.1	36301448	36334225	32778	16861	51.44%	10k10k
CM051459.1	241581149	241610501	29353	15046	51.26%	10k10k
CM051459.1	315948943	315974916	25974	13286	51.15%	10k10k
CM051459.1	337783266	337824603	41338	21129	51.11%	10k10k
CM051459.1	39666709	39697393	30685	15682	51.11%	10k10k
CM051459.1	296235270	296256657	21388	10927	51.09%	10k10k
CM051459.1	254274020	254302438	28419	14457	50.87%	10k10k
CM051459.1	226393767	226432924	39158	19873	50.75%	10k10k
CM051459.1	262989289	263011226	21938	11041	50.33%	10k10k
CM051459.1	318301861	318318462	16602	8327	50.16%	10k10k
CM051459.1	276103107	276138176	35070	17577	50.12%	10k10k
CM051459.1	338800555	338830947	30393	15177	49.94%	10k10k
CM051459.1	153932353	153961125	28773	14356	49.89%	10k10k
CM051459.1	373361915	373386580	24666	12303	49.88%	10k10k
CM051459.1	240472280	240491313	19034	9493	49.87%	10k10k
CM051459.1	200040660	200099162	58503	29157	49.84%	10k10k
CM051459.1	79463448	79494095	30648	15272	49.83%	10k10k
CM051459.1	125760313	125799467	39155	19473	49.73%	10k10k
CM051459.1	13872288	13899836	27549	13684	49.67%	10k10k
CM051459.1	74396125	74438193	42069	20833	49.52%	10k10k
CM051459.1	48093630	48137089	43460	21454	49.36%	10k10k
CM051459.1	20546845	20575505	28661	14047	49.01%	10k10k
CM051459.1	24243078	24262613	19536	9534	48.8%	10k10k
CM051459.1	271966139	271995215	29077	14166	48.72%	10k10k
CM051459.1	109647117	109677737	30621	14826	48.42%	10k10k
CM051459.1	97192266	97214380	22115	10703	48.4%	10k10k
CM051459.1	127727987	127766464	38478	18621	48.39%	10k10k
CM051459.1	360110208	360146845	36638	17684	48.27%	10k10k
CM051459.1	190760209	190798536	38328	18414	48.04%	10k10k
CM051459.1	26547198	26585727	38530	18511	48.04%	10k10k
CM051459.1	61598427	61628051	29625	14224	48.01%	10k10k
CM051459.1	5944222	5978943	34722	16560	47.69%	10k10k
CM051459.1	93295230	93337877	42648	20336	47.68%	10k10k
CM051459.1	20734273	20770792	36520	17402	47.65%	10k10k
CM051459.1	87046069	87078268	32200	15328	47.6%	10k10k
CM051459.1	23016493	23043667	27175	12926	47.57%	10k10k
CM051459.1	7538240	7593772	55533	26321	47.4%	10k10k
CM051459.1	60262910	60290521	27612	13083	47.38%	10k10k
CM051459.1	363259837	363294269	34433	16302	47.34%	10k10k
CM051459.1	54076544	54096211	19668	9296	47.26%	10k10k
CM051459.1	121159025	121187173	28149	13301	47.25%	10k10k
CM051459.1	336473956	336501809	27854	13148	47.2%	10k10k
CM051459.1	281593477	281629657	36181	17069	47.18%	10k10k
CM051459.1	361890691	361923680	32990	15549	47.13%	10k10k
CM051459.1	343895861	343944624	48764	22972	47.11%	10k10k
CM051459.1	152865203	152903708	38506	18119	47.06%	10k10k
CM051459.1	221132258	221150770	18513	8696	46.97%	10k10k
CM051459.1	334463537	334491274	27738	13024	46.95%	10k10k
CM051459.1	123647605	123686809	39205	18399	46.93%	10k10k
CM051459.1	75053816	75082650	28835	13531	46.93%	10k10k
CM051459.1	245464256	245499473	35218	16495	46.84%	10k10k
CM051459.1	198343518	198366625	23108	10734	46.45%	10k10k
CM051459.1	261094881	261138139	43259	20060	46.37%	10k10k
CM051459.1	252608897	252634374	25478	11812	46.36%	10k10k
CM051459.1	92665065	92690949	25885	11998	46.35%	10k10k
CM051459.1	6704863	6731270	26408	12212	46.24%	10k10k
CM051459.1	143552930	143620408	67479	31162	46.18%	10k10k
CM051459.1	348110904	348170203	59300	27215	45.89%	10k10k
CM051459.1	31499855	31531153	31299	14316	45.74%	10k10k
CM051459.1	268313846	268348381	34536	15765	45.65%	10k10k
CM051459.1	127334247	127378308	44062	20108	45.64%	10k10k
CM051459.1	236926312	236964432	38121	17361	45.54%	10k10k
CM051459.1	275108053	275133434	25382	11527	45.41%	10k10k
CM051459.1	269453001	269480555	27555	12466	45.24%	10k10k
CM051459.1	72337747	72369145	31399	14196	45.21%	10k10k
CM051459.1	44900219	44925826	25608	11577	45.21%	10k10k
CM051459.1	242436182	242455564	19383	8751	45.15%	10k10k
CM051459.1	143102200	143140174	37975	17094	45.01%	10k10k
CM051459.1	217533694	217576248	42555	19104	44.89%	10k10k
CM051459.1	125324723	125361295	36573	16327	44.64%	10k10k
CM051459.1	344864008	344896499	32492	14500	44.63%	10k10k
CM051459.1	365056451	365084365	27915	12407	44.45%	10k10k
CM051459.1	323836516	323874316	37801	16799	44.44%	10k10k
CM051459.1	109881179	109914238	33060	14681	44.41%	10k10k
CM051459.1	70756114	70787278	31165	13812	44.32%	10k10k
CM051459.1	175087552	175111393	23842	10563	44.3%	10k10k
CM051459.1	74178117	74208988	30872	13674	44.29%	10k10k
CM051459.1	197256268	197271651	15384	6805	44.23%	10k10k
CM051459.1	238570992	238602880	31889	14046	44.05%	10k10k
CM051459.1	240060755	240107585	46831	20620	44.03%	10k10k
CM051459.1	352041770	352079427	37658	16525	43.88%	10k10k
CM051459.1	176465093	176502911	37819	16593	43.87%	10k10k
CM051459.1	136516839	136554842	38004	16642	43.79%	10k10k
CM051459.1	58389356	58421532	32177	14088	43.78%	10k10k
CM051459.1	162108427	162145183	36757	16034	43.62%	10k10k
CM051459.1	231549376	231595610	46235	20126	43.53%	10k10k
CM051459.1	17039560	17076203	36644	15948	43.52%	10k10k
CM051459.1	225835950	225875246	39297	17054	43.4%	10k10k
CM051459.1	33093538	33126147	32610	14109	43.27%	10k10k
CM051459.1	202664562	202700326	35765	15348	42.91%	10k10k
CM051459.1	330323959	330355714	31756	13597	42.82%	10k10k
CM051459.1	24713536	24755453	41918	17939	42.8%	10k10k
CM051459.1	228121144	228203362	82219	35137	42.74%	10k10k
CM051459.1	77894092	77925843	31752	13553	42.68%	10k10k
CM051459.1	6903819	6943163	39345	16756	42.59%	10k10k
CM051459.1	132219801	132277972	58172	24671	42.41%	10k10k
CM051459.1	136259744	136309403	49660	21024	42.34%	10k10k
CM051459.1	112231749	112291388	59640	25179	42.22%	10k10k
CM051459.1	342005167	342041475	36309	15326	42.21%	10k10k
CM051459.1	345393192	345434106	40915	17260	42.19%	10k10k
CM051459.1	24851623	24885432	33810	14230	42.09%	10k10k
CM051459.1	41859817	41878007	18191	7655	42.08%	10k10k
CM051459.1	135772826	135825218	52393	22033	42.05%	10k10k
CM051459.1	177147474	177178114	30641	12864	41.98%	10k10k
CM051459.1	116798354	116830967	32614	13687	41.97%	10k10k
CM051459.1	29401150	29439664	38515	16143	41.91%	10k10k
CM051459.1	34395636	34423399	27764	11627	41.88%	10k10k
CM051459.1	21467043	21497399	30357	12706	41.86%	10k10k
CM051459.1	46270901	46298026	27126	11332	41.78%	10k10k
CM051459.1	130356388	130401496	45109	18824	41.73%	10k10k
CM051459.1	31849774	31893171	43398	18009	41.5%	10k10k
CM051459.1	45821454	45868105	46652	19290	41.35%	10k10k
CM051459.1	372066552	372108692	42141	17380	41.24%	10k10k
CM051459.1	108199957	108232125	32169	13253	41.2%	10k10k
CM051459.1	349748735	349836378	87644	36094	41.18%	10k10k
CM051459.1	104194728	104250672	55945	23037	41.18%	10k10k
CM051459.1	118780902	118828666	47765	19599	41.03%	10k10k
CM051459.1	167017357	167055197	37841	15469	40.88%	10k10k
CM051459.1	87702514	87739437	36924	15042	40.74%	10k10k
CM051459.1	73024090	73036529	12440	5062	40.69%	10k10k
CM051459.1	211010808	211055907	45100	18330	40.64%	10k10k
CM051459.1	250817790	250851388	33599	13633	40.58%	10k10k
CM051459.1	14855611	14877546	21936	8898	40.56%	10k10k
CM051459.1	98467270	98499342	32073	13010	40.56%	10k10k
CM051459.1	188647739	188680055	32317	13043	40.36%	10k10k
CM051459.1	89847868	89884630	36763	14833	40.35%	10k10k
CM051459.1	68189600	68231488	41889	16881	40.3%	10k10k
CM051459.1	208052625	208095590	42966	17232	40.11%	10k10k
CM051459.1	205094425	205144765	50341	20112	39.95%	10k10k
CM051459.1	246603700	246644635	40936	16324	39.88%	10k10k
CM051459.1	193571272	193680575	109304	43501	39.8%	10k10k
CM051459.1	160727594	160771279	43686	17355	39.73%	10k10k
CM051459.1	259991641	260016019	24379	9646	39.57%	10k10k
CM051459.1	169284801	169338889	54089	21347	39.47%	10k10k
CM051459.1	202165644	202194260	28617	11225	39.22%	10k10k
CM051459.1	359532897	359578190	45294	17753	39.2%	10k10k
CM051459.1	110437346	110485428	48083	18831	39.16%	10k10k
CM051459.1	224769446	224787509	18064	7065	39.11%	10k10k
CM051459.1	225359570	225400795	41226	16082	39.01%	10k10k
CM051459.1	58863984	58899636	35653	13901	38.99%	10k10k
CM051459.1	240805163	240842990	37828	14734	38.95%	10k10k
CM051459.1	30582200	30618046	35847	13922	38.84%	10k10k
CM051459.1	232245252	232287419	42168	16339	38.75%	10k10k
CM051459.1	73543231	73582240	39010	15111	38.74%	10k10k
CM051459.1	185016405	185073053	56649	21943	38.74%	10k10k
CM051459.1	9792458	9831432	38975	15091	38.72%	10k10k
CM051459.1	230451743	230484536	32794	12664	38.62%	10k10k
CM051459.1	335953563	335993952	40390	15566	38.54%	10k10k
CM051459.1	85966596	85983716	17121	6574	38.4%	10k10k
